omim,disease,hpo_id,freq_value
OMIM:268310,autosomal_recessive_Robinow_syndrome,HP:0002714,0.7727272727272727
OMIM:268310,autosomal_recessive_Robinow_syndrome,HP:0003196,1.0
OMIM:268310,autosomal_recessive_Robinow_syndrome,HP:0010804,0.5
OMIM:270400,Smith-Lemli-Opitz_syndrome,HP:0000286,1.0
OMIM:270400,Smith-Lemli-Opitz_syndrome,HP:0000316,1.0
OMIM:270400,Smith-Lemli-Opitz_syndrome,HP:0000341,0.5
OMIM:270400,Smith-Lemli-Opitz_syndrome,HP:0000343,0.5
OMIM:270400,Smith-Lemli-Opitz_syndrome,HP:0000347,0.5
OMIM:270400,Smith-Lemli-Opitz_syndrome,HP:0000431,0.5
OMIM:270400,Smith-Lemli-Opitz_syndrome,HP:0000463,1.0
OMIM:270400,Smith-Lemli-Opitz_syndrome,HP:0000486,0.5
OMIM:270400,Smith-Lemli-Opitz_syndrome,HP:0000508,1.0
OMIM:277590,Weaver_syndrome,HP:0000286,0.5
OMIM:277590,Weaver_syndrome,HP:0000311,0.5
OMIM:277590,Weaver_syndrome,HP:0000316,0.6666666666666666
OMIM:277590,Weaver_syndrome,HP:0000343,1.0
OMIM:277590,Weaver_syndrome,HP:0000486,0.5
OMIM:277590,Weaver_syndrome,HP:0000494,1.0
OMIM:300624,fragile_X_syndrome,HP:0000276,0.38461538461538464
OMIM:300624,fragile_X_syndrome,HP:0002003,0.23076923076923078
OMIM:300855,Ogden_syndrome,HP:0000215,0.5
OMIM:300855,Ogden_syndrome,HP:0000219,0.5
OMIM:300855,Ogden_syndrome,HP:0000233,0.125
OMIM:300855,Ogden_syndrome,HP:0000286,0.5
OMIM:300855,Ogden_syndrome,HP:0000316,0.375
OMIM:300855,Ogden_syndrome,HP:0000322,0.125
OMIM:300855,Ogden_syndrome,HP:0000337,0.125
OMIM:300855,Ogden_syndrome,HP:0000343,0.25
OMIM:300855,Ogden_syndrome,HP:0000347,0.125
OMIM:300855,Ogden_syndrome,HP:0000348,0.125
OMIM:300855,Ogden_syndrome,HP:0000430,0.5
OMIM:300855,Ogden_syndrome,HP:0000431,0.5
OMIM:300855,Ogden_syndrome,HP:0000437,0.125
OMIM:300855,Ogden_syndrome,HP:0000454,0.375
